,Agriculture,Climate,Date,Fires,Landscape,Source,Water_use,Major_topic,Headline1,Headline2,Headline3,Headline4,Headline5,Nation,Region,id
156,0.015946476,0.030393075,1-Jan-08,0.015817187,0.019368977,The Los Angeles Times,0.028881745,Climate Change,Climate Change: Just Deal With It?,Obama Jumps In On Climate,"State Can Do More For Planet, Scientist Says",It's A Tidy Answer To Global Warming,Agencies' Report Warns Of Faster Climate Change,Water Use,Water Use,6000
157,0.006655899,0.03424555,1-Jan-09,0.016343696,0.020834808,The Los Angeles Times,0.02904541,Climate Change,Saving Earth,Bottom Line Tops Climate Talks Agenda,"U.S., China Seek To Spur Climate Talks",Change Of Heart In Climate Policy,"In Copenhagen, Just Add Water",Water Use,Landscaping,6000
158,0.008786936,0.036086469,1-Jan-10,0.016462189,0.021442335,The Los Angeles Times,0.023310686,Climate Change,GOP Is Warming Up To Skepticism,They're Feeling Like Deserted Islands,Climate Meeting Ends In A Thaw,Denial Won't Make It Cooler,"U.S., China, Others Join Copenhagen Accord",Climate Change,Landscaping,6000
159,0.010110104,0.034100958,1-Jan-11,0.026135919,0.020441038,The Los Angeles Times,0.015720366,Climate Change,A Global Warming Star Search,Betting The Farm Against Warming,Spreading The Global Warming Gospel,Hot Enough For You?,Vietnam Aims To Preserve Rice Bowl,Fires and Storms,Landscaping,6000
160,0.028724854,0.032955024,1-Jan-12,0.01612193,0.017429164,The Los Angeles Times,0.01799296,Climate Change,"The Data, Not The Deniers, Are Overwhelming",Sandy May Fuel Warming Debate,Some Feel A Shift In The Weather,A Romney Change On Climate Science,Energy Rift On The Campaign Trail,Agriculture,Landscaping,6000
161,0.009655097,0.037996548,1-Jan-13,0.02544133,0.016447323,The Los Angeles Times,0.022273617,Climate Change,Climate Report Depicts Planet In Peril,Climate Panel Delivers A Grim Portrait,Studies Raise Urgent Climate Alarms,Climate Change Won't Wait,Obama Puts New Focus On Climate,Fires and Storms,Climate Change,6000
162,0.007413525,0.027209852,1-Jan-14,0.02589511,0.01262932,The Los Angeles Times,0.033514912,Water Use,Slaking SoCal's Thirst,Tighter Limits Possible As The Water Year Begins,Cutting Back As Levels Fall,7 Dry Decades?,Dry Winter May Tighten Restrictions,Climate Change,Fires and Storms,6000
163,0.005229074,0.021657192,1-Jan-15,0.022756188,0.014481348,The Los Angeles Times,0.037107863,Water Use,MWD Plans Rationing For Urban Users,A Painful Reckoning With Drought,Taming Of The Spew,Beyond Shorter Showers,Up To 35% Cut In Water Use Urged,Water Use,Water Use,6000
164,0.0235521,0.027047838,1-Jan-96,0.037980539,0.005353078,The New York Times,0.010199321,Fires and Storms,Parched Texas Rejoices In Hurricane's Aftermath,Texans Look Above Clouds For Drought Relief,8-Day Heat Wave Claims 20 Victims In Texas And Oklahoma,Worst Drought Since 30's Grips Plains,"Irving P. Krick, 89, Who Made A Business Out Of Forecasting Theweather",Fires and Storms,Fires and Storms,
165,0.003174787,0.040383399,1-Jan-97,0.023914076,0.012509034,The New York Times,0.009407814,Climate Change,Techno-Glitz Inaugural Theme For Clinton,"El Nino Is Back, Scientist Says, With Threat Of Global Havoc",Senate Fight Over Phrase Demonstrates Words' Effect,,,Climate Change,Climate Change,
166,0.027503602,0.029463025,1-Jan-98,0.054396644,0.006147374,The New York Times,0.00794128,Fires and Storms,"Without Rain, Florida Burns And Costs Mount",El Nino Finally Meets Its Meteorological Match: El Spring,"Wildfires Still Raging In Florida, Though Some Are Now Contained",Thousands Flee Florida Homes As Fires Surge,23 Dead Or Missing As Storms Rage In East And The Midwest,Fires and Storms,Fires and Storms,
167,0.028242761,0.018738479,1-Jan-99,0.046711578,0.005982201,The New York Times,0.016661639,Fires and Storms,Dry Weather Is Striking Fear Of Wildfires Across Florida,"In Parched Maryland, Governor Declares Drought Emergency",Worse Drought Than In '98 Appears Possible In Texas,Drought Forces Farmers Into Unprofitable Livestock Sales,"In Ruse At Border, Borrowed Children Ease Illegal Passage",Landscaping,Fires and Storms,
168,0.008276038,0.036909428,1-Jan-00,0.023763959,0.009108591,The New York Times,0.024215009,Climate Change,U.S. Weather Follows Global Warming Trend,"Bertha Holt, 96, A Leader In International Adoptions","In A Changed Texas, Ranchers Battle Oilmen",Boom In Economy Skips Towns On The Plains,"The 2000 Campaign: The Vice President; Gore Has First News Conference In Months, Then Another",Fires and Storms,Climate Change,
169,0.012038699,0.039902128,1-Jan-01,0.019384398,0.004251965,The New York Times,0.023923567,Climate Change,Panel Tells Bush Global Warming Is Getting Worse,"Drastic Shifts In Climate Are Likely, Experts Warn",Droughts Linked To Warming Might Speed Climate Changes," Noting 'Shortcomings,' Pentagon Says It Will Remove Some Obstacles To Covering War",A Horse Mystery Puts Kentucky On Edge,Climate Change,Climate Change,
170,0.013158964,0.032875512,1-Jan-02,0.019368191,0.004686226,The New York Times,0.02787947,Climate Change,2 Western Cities Join Suit To Fight Global Warming,Republicans Wielding Iraq As An Issue In Senate Races In Conservative States,"With Time Now Short, Many Bills Fade","Economic Pulse: The Southwest; Recession Strikes Texas, Too, But Not In Old Oil-Bust Way",Daschle Sharply Attacks Bush's Economic Policies,Fires and Storms,Climate Change,
171,0.015575302,0.023958918,1-Jan-03,0.024787404,0.004226056,The New York Times,0.031949838,Water Use,"In A First, U.S. Officials Put Limits On California's Thirst",Agreement In West Will Send Farms' Water To Urban Areas,Nevada And Part Of California May Face Water Shortages,Rio Grande Choice: Take City's Water Or Let Minnow Die,Arizona Awakens To Drought As Lakes Shrink And Harm Spreads,Water Use,Water Use,
172,0.002035982,0.029869254,1-Jan-04,0.019012243,0.016349187,The New York Times,0.012340022,Climate Change,"Citing Success In Policy, Bush Re-Enters Fray",Nuclear Waste Repository In Nevada Suffers Setback,Spending Bills Falling Victim To Demands For Increases,"As Fire Season Approaches, Dread Grows In The West",House Passes $11.6 Billion In Emergency Aid For Florida,Landscaping,Climate Change,
173,0.001387245,0.009817232,1-Jan-05,0.016236388,0.004314398,The New York Times,0.012155096,Fires and Storms,Soaked And Cloaked In The Wet White West,"Yosemite Drapes Itself In Its Splendid Liquid Veils, And Preens",Grass Fire Devastates A Small Town In West Texas,Not Much Remains For Texans In Path Of Fire,Winter's Rains And Snow Avert Moves On Water In West,Fires and Storms,Climate Change,
174,0.0080071,0.016953471,1-Jan-06,0.018551634,0.007105383,The New York Times,0.002936785,Fires and Storms,Residents Flee As Wildfire Gains Ground In Wyoming,"No New Deaths In Oklahoma, But The Fires Cut A Grim Path","More Western Drought, But With A Twist",Emergency Declared In California Wildfires,Firefighters Trying To Slow 2 Merged Wildfires In California,Fires and Storms,Climate Change,
175,0.001823682,0.008841389,1-Jan-07,0.023319455,0.004723338,The New York Times,0.011087028,Fires and Storms,Texas: State Declared Mostly Drought-Free,"Residents Returning, But Blaze Is Stubborn","Tropical Storm Grows Weaker, But Brings Rain To Parched Area",Racing Wildfire Destroys 165 Homes Near Lake Tahoe,"California Fires Out Of Control As More Than 500,000 Flee",Water Use,Climate Change,
176,0.003321978,0.012356865,1-Jan-08,0.018036441,0.0032101,The New York Times,0.012759486,Fires and Storms,Many Without Power Amid California Storm,"Storm Threatens A Punch, But Lands Barely A Pat",Fire Unexpectedly Worsens; Big Sur Is Ordered To Evacuate,Tropical Storm Hanna Brings Rain To East Coast,Fires On Second Front Force Californians Out,Water Use,Climate Change,
177,0.007183687,0.014647363,1-Jan-09,0.015557147,0.00296871,The New York Times,0.012455637,Fires and Storms,Storms And Fires Kill 8 In South And Southwest,Crews Gain Upper Hand On Santa Barbara Fire,California Fire Is Pushed Back,California Fires Confound Emergency Workers,Weather Lends A Hand Fighting California Fire,Water Use,Climate Change,
178,0.009180862,0.012240541,1-Jan-10,0.016811464,0.004981451,The New York Times,0.010370808,Fires and Storms,East Coast Is Soaked By Gusty Storm,California: Storm Causes Evacuation,Uncommon Cold Strikes In Georgia,California: Parched Farms Get A Measure Of Relief,Redemption For Hawks And Kane,Climate Change,Climate Change,
179,0.004120598,0.012382529,1-Jan-11,0.026897849,0.00493488,The New York Times,0.004894972,Fires and Storms,Wildfires In Parched Texas Kill 2 And Destroy Homes,"Texas Wildfire Destroys More Than 1,500 Homes",Wildfires Continue Across Texas,Forest Service Copes With A Busy Wildfire Season,Texas: Progress Made Against Wildfire,Fires and Storms,Climate Change,
180,0.011319331,0.014126179,1-Jan-12,0.017017248,0.002762149,The New York Times,0.007083929,Fires and Storms,Texas: Much-Needed Downpour Has A Downside,Last Of Storm Attacks Midwest Drought,"Most U.S. Farmland Still In Drought, Even After Storm",A Reminder Of What Midwest Winters Are About,"Its Snowing In Minnesota! Yes, October Is Early For That",Agriculture,Climate Change,
181,0.012171713,0.013907056,1-Jan-13,0.012114773,0.005012473,The New York Times,0.009781808,Climate Change,Speech Gives Climate Goals Center Stage,"Climate Change Will Cause More Energy Breakdowns, U.S. Warns","House Republicans Push Through Farm Bill, Without Food Stamps",House Rejects Farm Bill As Food Stamp Cuts Prove Divisive,Obamas 2013 State Of The Union Address,Fires and Storms,Climate Change,
182,0.006006925,0.022201395,1-Jan-14,0.01090624,0.003361555,The New York Times,0.013434119,Climate Change,Political Rifts Slow U.S. Effort On Climate Laws,"In California, Climate Issues Moved To Fore By Governor",Obama Pursuing Climate Accord In Lieu Of Treaty,Democrats See Winning Issue In Carbon Plan,Climate Change Deemed Growing Security Threat By Military Researchers,Climate Change,Climate Change,
183,0.005508733,0.01295016,1-Jan-15,0.016310883,0.003609294,The New York Times,0.019919633,Water Use,California: Water District Told To Stop Pumping,California: Water Wholesaler Will Cut Deliveries 15 Percent,California: Water Controls Ordered For San Francisco,California: Regulators Approve Mandatory Water Restrictions,"Under New Water Rules, Beverly Hills Must Turn Off Taps; Santa Cruz, Less So",Water Use,Climate Change,
190,0.001197799,0.004699529,1-Jan-96,0.032925032,0.025762399,The Tampa Bay Times,0.022924559,Fires and Storms,New Year Rains Welcomed By Most,Recent Weather Pleases Ducks And Water Manager,"As The Rains Fall Behind, Water Demand Wells Up",Report: Pasco Had No Drought  ,Big Bass Make A Comeback In Florida,Fires and Storms,Fires and Storms,12000
191,0.01533683,0.030030841,1-Jan-97,0.018837611,0.027424991,The Tampa Bay Times,0.018063236,Climate Change,"In Haiti, The Hungry Getting Desperate",Spring In The Swamp,Gasp! Scariest Tales Prevail,Utility To Float Plans For Desalination Plant,Rains Fail To Wash Away Shortages  ,Climate Change,Climate Change,12000
192,0.016589289,0.007438485,1-Jan-98,0.049612491,0.016802336,The Tampa Bay Times,0.012837963,Fires and Storms,"Worst Of Fires, Drought May Be Over For A While  ",July Storms Washing Out Wildfires  ,Dry Spell Raises Fear Of Wildfires  ,"Calamities Come With Heavy Rain, Then Dry Spells  ","Latest Soaking Downs Power, Trees  ",Fires and Storms,Fires and Storms,12000
193,0.006639738,0.012462491,1-Jan-99,0.046911303,0.024900755,The Tampa Bay Times,0.010919453,Fires and Storms,Rainfall Welcome But Not Enough To Stave Off Drought,Familiar Weather Returns  ,Rainfall Not Enough To Stave Off Drought,Rain Brings Relief To Scorched Preserve  ,State Seeks To Put Damper On Wildfires  ,Landscaping,Fires and Storms,12000
194,0.003949036,0.004332346,1-Jan-00,0.034411671,0.021425222,The Tampa Bay Times,0.023411005,Fires and Storms,"So Far, 2000 Is Driest On Record For Bay Area","Rain Plentiful This Week, But Not Replenishing",Ready For A Rainy Day,Dab Of Rain Did Little To Dampen Fire Threat  ,Gordon Not Much Help For Drought,Fires and Storms,Fires and Storms,12000
195,0.002343597,0.006668863,1-Jan-01,0.032132098,0.016869766,The Tampa Bay Times,0.027822248,Fires and Storms,Lots Of Clouds But Little Rain Likely This Week,Rain Slakes Tenacious Drought,East Coast Storm To Keep Chill In Air  ,Correction Appended  Window Opens A Bit On State's Rainy Season,A Small Drop In The Bucket',Climate Change,Fires and Storms,12000
196,0.002262391,0.006203923,1-Jan-02,0.047412381,0.027312141,The Tampa Bay Times,0.013690432,Fires and Storms,It's Raining Blessings,Parched Bay Area Again Soaking Up High Rain Totals,The Dry Season,Unseasonable Warmth Debuts Wet Look Early,Heavy Rain Predicted  ,Fires and Storms,Fires and Storms,12000
197,0.005022227,0.011633323,1-Jan-03,0.023182072,0.014579115,The Tampa Bay Times,0.034100507,Water Use,Vestiges Of The Drought  ,Watering Rules May Go Way Of Drought,Ashcroft Seems To Have A Passion For Punishment,All Choked Up  ,"Management Is Part Of Swiftmud's Name, Duties",Water Use,Water Use,12000
198,0.009568899,0.015161982,1-Jan-04,0.044525214,0.00984498,The Tampa Bay Times,0.019069513,Fires and Storms,"With Little Rain In Sight, Florida Feels The Heat",Fire-Friendly Conditions Flare Up In Dry Times  ,Danger Of Outdoor Fires High,Terror Suspects' Lawyers File In Federal Court  ,"Once A ""Mud Hole,' Now A Lake  ",Landscaping,Fires and Storms,12000
199,0.00605588,0.052005446,1-Jan-05,0.028164231,0,The Tampa Bay Times,0.00465594,Climate Change,U.N. official: Tsunami is not only relief crisis  ,"Nature's Toll This Year: 85,500 Deaths",,,,Fires and Storms,Climate Change,12000
200,0.006509029,0.029484606,1-Jan-06,0.033465863,0.014115348,The Tampa Bay Times,0.007947133,Fires and Storms,"Winds Push Brush Fire, Signal A Shift",Drought Forces Ban On Open Burning  ,Is El Nino Toying With Us?,Drought Prompts Ban On Burning  ,Wildfire Damage Closes 4 Parks  ,Fires and Storms,Fires and Storms,12000
201,0.002656821,0.009994376,1-Jan-07,0.024807305,0.028463031,The Tampa Bay Times,0.030296822,Water Use,Experts Predict Serious Drought,Is It Okay To Water?,"Georgia, Don't Pin Your Water Shortage On Us",Water Plan Progresses,Planning For A Thirsty Future,Water Use,Water Use,12000
202,0.001295795,0.004256883,1-Jan-08,0.020901438,0.028979548,The Tampa Bay Times,0.029882726,Water Use,Water Conservation The Key,Florida Fights Water Curbs,"Profits Are Huge, Raw Material Free",Lakes Still Thirsty  ,Familiar Refrain: Conserve Water  ,Water Use,Water Use,12000
203,0.001712876,0.005785122,1-Jan-09,0.022070448,0.018508139,The Tampa Bay Times,0.033501926,Water Use,Ban On Sprinkling Lifted,Harsh Water Rules Averted,Harsh Water Rules Averted,Unify Tough Water Rules,Tampa Council Votes To Keep Watering Ban,Water Use,Water Use,12000
204,0.000691382,0.006449639,1-Jan-10,0.018448904,0.048459662,The Tampa Bay Times,0.014600656,Landscaping,"Bahia Is Good, But Seeding Is Difficult",Palmetto Grass Still Needs Plenty Of Care  ,Frozen Lawns Are Chance For A Do-Over  ,Weekly Maintece Tips  ,Being A Bully Isn't A Good Look,Climate Change,Landscaping,12000
205,0.005089326,0.01526834,1-Jan-11,0.028448048,0.021567899,The Tampa Bay Times,0.019046234,Fires and Storms,"It May Feel Like Drought Is Over, But Don't Count On It",Mountains Dissipate Emily; Deluge Continues,Extreme Weather,Banning Outdoor Fires Is Just Common Sense,Way Down Is The Suwannee River  ,Fires and Storms,Fires and Storms,12000
206,0.018535815,0.010611759,1-Jan-12,0.037324914,0.015150875,The Tampa Bay Times,0.014065993,Fires and Storms,Rain Brings No Relief From Lingering Drought,Forecast Of A Cactus Spring,Conditions Ideal For Outbreak Of Wildfires,"Warm, Dry Winter Has Downside",Lawn Watering Limited To Once Per Week,Agriculture,Fires and Storms,12000
207,0.00147179,0.057705516,1-Jan-13,0.01872795,0.008417434,The Tampa Bay Times,0.009507849,Climate Change,BARACK OBAMA SAYS THE 12 HOTTEST YEARS ON RECORD HAVE COME IN THE LAST 15 YEARS,"DICK DURBIN SAYS GLOBAL WARMING IS LEADING TO ""THE EVAPORATION OF OUR GREAT LAKES""",RAVEN FLIES FAR AWAY TO HELP THOSE IN NEED,,,Fires and Storms,Climate Change,12000
208,0,0.190025993,1-Jan-14,0,0,The Tampa Bay Times,0,Climate Change,CLIMATE CHANGE THREATS MOUNTING,,,,,Climate Change,Climate Change,12000
209,0.019393598,0.041594851,1-Jan-15,0.018811126,0.02510721,The Tampa Bay Times,0.01158807,Climate Change,Good Service From Government,'Rain' Reveals Many Depths  ,Rate Cut Shoves Dollar To 6-Year Low,The High Cost Of Low-Priced Water,Add Color Now  ,Water Use,Climate Change,12000
211,0.032746933,0.01471848,1-Jan-96,0.013911945,0.013589099,The Tampa Tribune,0.015229937,Agriculture,Florida Milk Prices Jump At Grocery Stores,Dust To Dust; Farmers Are Facing Crop Failure And Ficial Ruin In A Drought That Rivals The 1930S Dust Bowl.  ,Grain Shortage Growing Problem,Indians See A Spiritual Crisis As Sun Bakes Their Barren Land  ,Farmers Battle Federal Species Law,Fires and Storms,Fires and Storms,12000
212,0.012697646,0.026149163,1-Jan-97,0.034343199,0.013313071,The Tampa Tribune,0.009554766,Fires and Storms,Deluge Drenches Drought,Dry Weather Parching Polk Rivers And Lakes,Dramatic El Nino Could Drench Southern U.S. During Winter  ,"Nature's Struggle To Survive Drought Runs Silent, Deep  ",Cheever Ends Drought In Rain,Climate Change,Climate Change,12000
213,0.010877538,0.008765417,1-Jan-98,0.058332972,0.002479862,The Tampa Tribune,0.001384414,Fires and Storms,Rainfall Barely Hits Some Spots,From Deluge To Drought,Extreme Drought Measured In Region,Mother Nature Shows Her Furies,Torential Rains Cause Flooding,Fires and Storms,Fires and Storms,12000
214,0.002367346,0.004226915,1-Jan-99,0.061891724,0.002108338,The Tampa Tribune,0.003093279,Fires and Storms,Parched Areas Start To Feel Summer Rains,Even Tiny Amount Of Rain Would Be Warmly Received,"Rain Helps Curb Fire Threat, But Much More Is Needed",Firefighters Race To Combat Inferno,"Other Places In The State Have Been Dry This Month, But Not As Arid As Tampa, Where Rain Has Fallen Only One Day So Far",Landscaping,Fires and Storms,12000
215,0.001361529,0.000387355,1-Jan-00,0.044876519,0.009782795,The Tampa Tribune,0.009609208,Fires and Storms,Rain Leaves Area Thirsty For More,"Stirred, Not Shaken The Perfect Storm?",Rains Likely To Lessen As Cold Fronts Move In,Dry Weather Expected To Continue,Rainfall Hasn't Refilled Aquifer,Fires and Storms,Fires and Storms,12000
216,0.002193247,0.00336004,1-Jan-01,0.03790189,0.009418374,The Tampa Tribune,0.018034378,Fires and Storms,Drought Could Sear Tampa's August Into Record Books,Lack Of Rain In August Exacerbates Drought,Pattern Of Summer Rains Was Good To The Last Drop,Stormy Weather Boosts Bay Area Rainfall Totals,Hope For Relief Springs Eternal As Season Arrives,Climate Change,Fires and Storms,12000
217,0.002495155,0.005738017,1-Jan-02,0.0331458,0.021134833,The Tampa Tribune,0.023239992,Fires and Storms,Bay Area Ripe For Wildfires,Fire Season Might Have Fewer Calls,Spring's 1St Day Hints At Summer,El Nino Could Have Bay Area Dreaming Of A Wet Christmas,"Rain Pattern Sloshes, Booms Its Way In",Fires and Storms,Fires and Storms,12000
218,0.00111032,0.003757581,1-Jan-03,0.026723386,0.014874496,The Tampa Tribune,0.029727066,Water Use,Emergency Over; Need To Conserve Remains,Correction Appended  New Rates For Water To Benefit Moderates,County Should Maintain Status Quo On Watering,City Hopes Watering Gets Money Flowing,State Watering Rules May Be Lifted In August,Water Use,Water Use,12000
219,0.003397921,0.008276231,1-Jan-04,0.018461367,0.034108314,The Tampa Tribune,0.020077387,Landscaping,"When In Drought, Plants Go Without",5 Questions With ... Vivienne Harris,Tonic Probably Ok For Florida Lawns,Water Vote Quickly Proved Mistaken,Rain Helps Forests Recover From Beetles,Landscaping,Fires and Storms,12000
220,0.002435409,0.015980612,1-Jan-05,0.029083752,0.022056869,The Tampa Tribune,0.022983173,Fires and Storms,Few Wildfires Likely In Start Of Season,Upswing In Rain Could Last For Years,Dry Spell,"Watering With Rain Barrels Makes Plants, Wallets Greener",What Lies Beneath,Fires and Storms,Climate Change,12000
221,0.001151984,0.007435504,1-Jan-06,0.045139146,0.013154728,The Tampa Tribune,0.020803149,Fires and Storms,Rain Whets Dry Palette,Dry Spell Yields Tinderbox State,Florida Is Ripe For Worst Season Of Fires In 5 Years,Overdue Rains Lessen Region's Wildfire Risk,Rainfall Quenches Thirsty Aquifer,Fires and Storms,Fires and Storms,12000
222,0.0020638,0.007476365,1-Jan-07,0.033519332,0.010968095,The Tampa Tribune,0.033119909,Fires and Storms,Drought Spreads Across Florida,Expect Dry And Drier,"We Said 'Rainstorm,' Not 'tropical Storm'","Thanks For The Help, Barry","La Nina To Dry Out Bay Area, Panhandle",Water Use,Water Use,12000
223,0.004761439,0.008352457,1-Jan-08,0.023626003,0.027923208,The Tampa Tribune,0.028982343,Water Use,As Water Shortage Escalates Conservation Is Critical,Florida Skewers Georgia On Easing Water Restrictions,Florida Lawmakers Seek Delay In Reduced Water Flow,Extreme Drought Requires Tougher Water Restrictions,Florida Urges Feds To Back Off Atlanta Water Plan,Water Use,Water Use,12000
224,0.001387486,0.002175505,1-Jan-09,0.020737937,0.030705389,The Tampa Tribune,0.02842203,Landscaping,Let The 'Land Of Flowers' Do Your Landscaping,Spring Through The Drought,December A Good Time To Re-Shrub,"Gardens Can Thrive, Despite Dry Times",It's Smart To Dress The Part For Summer Gardening,Water Use,Water Use,12000
225,0.000454967,0.001085886,1-Jan-10,0.014398214,0.051844876,The Tampa Tribune,0.026083186,Landscaping,Yard Makeover Plants Winning Ideas For Everyone,They Plant What Will Grow With Little Water,"Tag, You're It!",Replace The Weak With The Strong,Saving Water Can Be Its Own Award,Climate Change,Landscaping,12000
226,0.026917872,0.014897804,1-Jan-11,0.032632183,0.031090984,The Tampa Tribune,0.006875497,Fires and Storms,Drought Conditions Create Fire Hazards,A Burning Issue,Cook Gets To Relish His Moment In The Sun,Pricey Peanuts,What's Blooming In The Bette S. Walker Discovery Garden?,Fires and Storms,Fires and Storms,12000
227,0.021780948,0.057128071,1-Jan-12,0.016468139,0.0234454,The Tampa Tribune,0.009379893,Climate Change,The President Decides To Stick With Climatism,Nation Must Unite To Tackle Climate Change Crisis,Food Costs Leave Us High And Dry,Property Owner Wins Lengthy Turf War,'I Take The Best Ideasfrom All Kinds Of Gardens',Agriculture,Fires and Storms,12000
228,0.012776585,0.03917733,1-Jan-13,0.023476772,0.011166317,The Tampa Tribune,0.016547039,Climate Change,"Study Ties Warming, Big Storms; It Caused About Half Of 2012's Wild Weather  ",A State Of Denial,2 Out Of 3 People Face Hunger,"Expect Bigger, Fiercer Wildfires In West More Heat, Drought, Fuel, People Are Reasons  ",Milking The Farm Bill For Far Too Long  ,Fires and Storms,Climate Change,12000
229,0.017950299,0.036223466,1-Jan-14,0.034190024,0.007041369,The Tampa Tribune,0.019726283,Climate Change,2014 Set To Be Hottest Year On Record,U.N. Ties 2013's Extreme Weather To Climate Change,Fice Trio Tally Warming's Cost Their Report Aims To Persuade Businesses To Tackle Climate Change  ,Warming Caused Freaky Weather They Find Links In Over Half Of Cases Studied  ,"USDA Effort To Confront Climate Change Weather Taking Toll On Farmers, Agriculture Secretary Warns  ",Climate Change,Climate Change,12000
230,0.001468732,0.024649169,1-Jan-15,0.029743382,0.014594916,The Tampa Tribune,0.022835367,Fires and Storms,Drought-Stricken Calif. Gets Second Day Of Rain  ,South Florida Driest In 6 Decades But Water Supply OK,"Rains Swell Texas Rivers And Lakes, Break Drought Expert Says",Wildfire Razes Homes In Washington State,"El Nino Finally Arrives - Weak, Weird And Late Weather Pattern Not Enough To Bring Drought Relief  ",Water Use,Climate Change,12000
237,0.024011357,0.013391457,1-Jan-96,0.051023981,0.008020932,USA Today,0.005586044,Fires and Storms,"Wacky Weather All Over The Map July Temps Soothe East, Scorch West",Drought States To Get 'Ample' Rain In Late Fall,Crews Make Gains On Southwest Fires,More Canisters Removed From Valujet Wreckage,Ky. Picks Up; Southeast To Soak Again,Fires and Storms,Fires and Storms,
238,0.018506315,0.034338008,1-Jan-97,0.046377021,0.005968145,USA Today,0.005272994,Fires and Storms,All That Nasty-Icy-Sticky-Ickiness,Signs That Change Is Already Underway,El Nino Makes Waves Again But More Accurate Forecasts May Help Blunt Weather System's Effects,Relief From Sweltering Heat Predicted For Mid-Atlantic Area,"Hurricane Heads For Mexico's Baja, Should Miss Usa",Climate Change,Fires and Storms,
239,0.024619026,0.025989402,1-Jan-98,0.057704515,0.009099268,USA Today,0.00576468,Fires and Storms,"110 New Fires, Record Head Plague Fla. Storms Do More Harm Than Good","Rain Falls, But Not Where It's Needed Fla. Fires Burn On; Others Cope With Flooding","South's Heat Wave, Floods Show No Sign Of Stopping",Florida Fires 'Worse Than Hurricane',"High Temperatures Scorch States In South, Southwest",Fires and Storms,Fires and Storms,
240,0.02220418,0.012418476,1-Jan-99,0.039758569,0.02396112,USA Today,0.009498709,Fires and Storms,Pike Hotshots Prepare For Battle,Crews Battle Blazes At Florida-Georgia Line,"East Wilts, But Much Of Usa Keeps Its Cool The South",Record-Dry Weather Leaves Farms Parched This Summer,"After Rain, Maryland Lifts Limits On Water But Regional Drought Not Over, Officials Say",Landscaping,Fires and Storms,
241,0.018158048,0.024657826,1-Jan-00,0.042662951,0.009073748,USA Today,0.009528821,Fires and Storms,Parched Sunshine State Wants Sun To Go Away,"Better Preparation For Droughts Urged Dry Conditions To Last For Months In South, Midwest","Officials Warn States About 'No. 1 Weather Killer' 16 Have Died, And Southern Residents Are Seeking Relief From Broiling Heat",Heavy Rains Are Needed To Rescue South Drought Also Imperils Farms In The Midwest,Drought Won't Go Away National Weather Agency Pinpoints Trouble Spots,Fires and Storms,Fires and Storms,
242,0.011872226,0.013919056,1-Jan-01,0.040411601,0.008973808,USA Today,0.024575763,Fires and Storms,Weather Sparks New Fires In Western States,Feds Mobilizing As Threat Of Bad Fire Season Looms,Historic Town Barely Escapes Fire,Florida Drought Scares Officials Residents Face Water Shortages As State's Record Dry Spell Goes On,Fla. May Squeeze Water Use Tighter,Climate Change,Fires and Storms,
243,0.010689298,0.023253278,1-Jan-02,0.042363057,0.013244518,USA Today,0.017531696,Fires and Storms,Sizzling Summer Simmers Down,Deluge Only Dents East's Drought,Drought Won't Go Away With Spring Rains,Central Usa Feels Icy Bite As Winter Bares Its Teeth,Fire Season Rages Early In Colo,Fires and Storms,Fires and Storms,
244,0.005241491,0.035546702,1-Jan-03,0.061273072,0.005091002,USA Today,0.014025293,Fires and Storms,Rate Of Fires Begins To Accelerate,"Relief, But No Recovery Is In Sight",Region's Already Waterlogged,36-Hour Storm Piles Up Snow In Colo,Rain Has No 'End In Sight' After Drought,Water Use,Fires and Storms,
245,0.014083932,0.024241927,1-Jan-04,0.04533952,0.00543608,USA Today,0.016371181,Fires and Storms,Wildfires: All Quiet On The Western Front,"'Continued Variability,' Drought Mark Spring Forecast",Dry Forecast Spells Danger In Western Usa,El Nino Is Brewing Wet Winter For South,Fire Managers Fear Drought's Effect,Landscaping,Fires and Storms,
246,0.020937878,0.042258249,1-Jan-05,0.045381526,0.013652626,USA Today,0.013543634,Fires and Storms,Wildfire Forecast Fuels Concern For Fla. Disaster Zones,Heavy Storms Put Dent In Drought,Full Speed Ahead For White-Water Rafting,Fruit Farms Withering In Northwest Drought,"High Temperatures Killed Pinyon Trees, Research Team Says",Fires and Storms,Fires and Storms,
247,0.027146174,0.047647673,1-Jan-06,0.040140203,0.009008653,USA Today,0.005415649,Climate Change,"Al Gore's Coming Back -- But How Far?; He Describes Goal As A Better World, Not Elective Office","New Mexico Gets Taste Of Dry Future; Some Say This Year's Warm, Parched Weather Is Start Of Climate Change Projected For Next Century",Common-Sense Solutions Can Ease Impact Of Global Warming,"Africa Sinks Deeper Into Despair As Famine Worsens; Continent Fails To Rebound From Drought, Aids, Overpopulation",States Take Lead When It Comes To Global Warming,Fires and Storms,Climate Change,
248,0.009346504,0.027066939,1-Jan-07,0.034490067,0.010778728,USA Today,0.026986395,Fires and Storms,"'No Rain In Sight,' But Calif. Fire Under Control","250,000 Flee Wildfires",Lake Tahoe Blaze Could Be A Fiery Harbinger,Scorching Summer Forecast In USA,A Drought For The Ages,Water Use,Fires and Storms,
